review_text,rating,product_name,brand,user_id,review_date,ram,storage,color,source,verified_purchase
perfect  - Nice ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-05-08 00:00:00.000000,,,12848gb,Review Data Import,True
Dope  - I love it perfect and latest ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-04-08 00:00:00.000000,,,12848gb,Review Data Import,True
Amasing feel and looks - Very slick and sharp. Got it for my momma and she love it very much..,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-30 00:00:00.000000,,,12848gb,Review Data Import,True
Amazing - Amazing experience so far..... I'm loving it!!,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-28 00:00:00.000000,,,12848gb,Review Data Import,True
"everything - I have used it for 1 month 3 weeks, it's very sweet phone,
Everything about the phone is perfect 
",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-28 00:00:00.000000,,,12848gb,Review Data Import,True
veey nice  - The phone is nice ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-24 00:00:00.000000,,,12848gb,Review Data Import,True
i so love it - Everything about this phone is beautiful â¤ï¸,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-16 00:00:00.000000,,,12848gb,Review Data Import,True
"good product - Good product, but didn't come with the free speaker ",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-11-07 00:00:00.000000,,,12848gb,Review Data Import,True
Great product  - The phone is super smooth and I'm really enjoying it.,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-10-07 00:00:00.000000,,,12848gb,Review Data Import,True
"Nice phone and good battery - Exactly what I wanted, my brother loves it
",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-07 00:00:00.000000,,,12848gb,Review Data Import,True
Perfect Product from Itel - Quality Assurance ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-30 00:00:00.000000,,,12848gb,Review Data Import,True
Amazing - Worth every penny ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-30 00:00:00.000000,,,12848gb,Review Data Import,True
Nice - Bought phone for my Dad and he loves it,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-25 00:00:00.000000,,,12848gb,Review Data Import,True
love it - It's so smooth,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-24 00:00:00.000000,,,12848gb,Review Data Import,True
I love the phone - It fast for a budget friendly phone,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-19 00:00:00.000000,,,12848gb,Review Data Import,True
itel city 100 - Works well. Great product.,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-10-06 00:00:00.000000,,,12848gb,Review Data Import,True
good  - Good product,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-04-06 00:00:00.000000,,,12848gb,Review Data Import,True
perfect - Exactly what I ordered ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-05-28 00:00:00.000000,,,12848gb,Review Data Import,True
I love the phone is working perfectly - Is perfect is what i ordered and what i got lovely phone,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-05-26 00:00:00.000000,,,12848gb,Review Data Import,True
Solid Battery n Memory Space - The battery life is da banger and the memory space of 128G is nice. Best product from Itel!,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-08-25 00:00:00.000000,,,12848gb,Review Data Import,True
I don't like it - Bad battery nd network,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-08-25 00:00:00.000000,,,12848gb,Review Data Import,True
best - Security futures are good also all it functions is are okay ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-08-18 00:00:00.000000,,,12848gb,Review Data Import,True
awesome phone - Great buy ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-08-18 00:00:00.000000,,,12848gb,Review Data Import,True
"strong product - Good condition 
",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-11-08 00:00:00.000000,,,12848gb,Review Data Import,True
"Its the Same as they claim - The battery seems to run down faster but surprisingly it does last an entire day 
",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-08-08 00:00:00.000000,,,12848gb,Review Data Import,True
City 100 - Very good ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-08-08 00:00:00.000000,,,12848gb,Review Data Import,True
"Good phone - Exactly what I order, it has enough RAM",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-08 00:00:00.000000,,,12848gb,Review Data Import,True
"nice  - It is very speedy and clean

Very speedy and smooth ",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-08 00:00:00.000000,,,12848gb,Review Data Import,True
perfect  - Nice ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-05-08 00:00:00.000000,,,12848gb,Review Data Import,True
Dope  - I love it perfect and latest ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-04-08 00:00:00.000000,,,12848gb,Review Data Import,True
Amasing feel and looks - Very slick and sharp. Got it for my momma and she love it very much..,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-30 00:00:00.000000,,,12848gb,Review Data Import,True
Amazing - Amazing experience so far..... I'm loving it!!,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-28 00:00:00.000000,,,12848gb,Review Data Import,True
"everything - I have used it for 1 month 3 weeks, it's very sweet phone,
Everything about the phone is perfect 
",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-28 00:00:00.000000,,,12848gb,Review Data Import,True
veey nice  - The phone is nice ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-24 00:00:00.000000,,,12848gb,Review Data Import,True
i so love it - Everything about this phone is beautiful â¤ï¸,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-16 00:00:00.000000,,,12848gb,Review Data Import,True
"good product - Good product, but didn't come with the free speaker ",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-11-07 00:00:00.000000,,,12848gb,Review Data Import,True
Great product  - The phone is super smooth and I'm really enjoying it.,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-10-07 00:00:00.000000,,,12848gb,Review Data Import,True
"Nice phone and good battery - Exactly what I wanted, my brother loves it
",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-07 00:00:00.000000,,,12848gb,Review Data Import,True
Perfect Product from Itel - Quality Assurance ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-30 00:00:00.000000,,,12848gb,Review Data Import,True
Amazing - Worth every penny ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-30 00:00:00.000000,,,12848gb,Review Data Import,True
Nice - Bought phone for my Dad and he loves it,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-25 00:00:00.000000,,,12848gb,Review Data Import,True
love it - It's so smooth,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-24 00:00:00.000000,,,12848gb,Review Data Import,True
I love the phone - It fast for a budget friendly phone,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-06-19 00:00:00.000000,,,12848gb,Review Data Import,True
itel city 100 - Works well. Great product.,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-10-06 00:00:00.000000,,,12848gb,Review Data Import,True
good  - Good product,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-04-06 00:00:00.000000,,,12848gb,Review Data Import,True
perfect - Exactly what I ordered ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-05-28 00:00:00.000000,,,12848gb,Review Data Import,True
I love the phone is working perfectly - Is perfect is what i ordered and what i got lovely phone,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-05-26 00:00:00.000000,,,12848gb,Review Data Import,True
Good product - I got what I ordered for and enjoying it it's a week already ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-08-26 00:00:00.000000,,,12848gb,Review Data Import,True
"Good  - The Phone meets the Required Standard.
It's Battery is Okay. The Speed is Top Notch ",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-08-26 00:00:00.000000,,,12848gb,Review Data Import,True
Light and lasting battery - Beautiful and good work ,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-08-25 00:00:00.000000,,,12848gb,Review Data Import,True
sweet - I absolutely love it,4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-25 00:00:00.000000,,,12848gb,Review Data Import,True
"about the Features - Everything about the city 100 is real 
Coz have tested it myself ????????????
",4.0,itel city 100 765mm slim design 5200mah android 12848gb,itel,,2025-07-24 00:00:00.000000,,,12848gb,Review Data Import,True
the Dark blue - The phone is ok,4.0,itel it2160177screenrear camera facebook1000mah blue,itel,,2022-10-25 00:00:00.000000,,,blue,Review Data Import,True
"no complain - Ok
As expected",4.0,itel it2160177screenrear camera facebook1000mah blue,itel,,2021-12-20 00:00:00.000000,,,blue,Review Data Import,True
"good - Good.
It's worth the price.",4.0,itel it2160177screenrear camera facebook1000mah blue,itel,,2021-03-11 00:00:00.000000,,,blue,Review Data Import,True
"good - Good.
It's worth the price.",4.0,itel it2160177screenrear camera facebook1000mah blue,itel,,2021-03-11 00:00:00.000000,,,blue,Review Data Import,True
"very okay - I like it , it's a good phone",4.0,itel it2160177screenrear camera facebook1000mah blue,itel,,2021-06-03 00:00:00.000000,,,blue,Review Data Import,True
It's okay - It makes sense,4.0,itel it2160177screenrear camera facebook1000mah blue,itel,,2020-06-12 00:00:00.000000,,,blue,Review Data Import,True
Cool - Okay ,4.0,itel p55 66 hd 8gb,itel,,2025-08-25 00:00:00.000000,ram128gb,rom,green,Review Data Import,True
Itel p55 plus - It is a smooth and fast charging  phone for its price ,4.0,itel p55 66 hd 8gb,itel,,2025-11-08 00:00:00.000000,ram128gb,rom,green,Review Data Import,True
"I like it - Good buy for the price tbh, wouldn't recommend for high level gaming tho. But besides that, all perfect.",4.0,itel p55 66 hd 8gb,itel,,2025-07-07 00:00:00.000000,ram128gb,rom,green,Review Data Import,True
"I want more of this... - The phone is great, charging is fast and the batter is strong as promised...
Nevertheless, the very fast.
One thing I do not like about the phone is the camera.
itel has taken a good and reliable shape in technology.",4.0,itel p55 66 hd 8gb,itel,,2025-01-07 00:00:00.000000,ram128gb,rom,green,Review Data Import,True
good - Nice phone,4.0,itel p55 66 hd 8gb,itel,,2025-05-26 00:00:00.000000,ram128gb,rom,green,Review Data Import,True
good buy - another good product from itel... a very good buy,4.0,itel p55 66 hd 8gb,itel,,2025-05-23 00:00:00.000000,ram128gb,rom,green,Review Data Import,True
I love it - Very good,4.0,itel p55 plus 66 128gb,itel,,2025-03-14 00:00:00.000000,ram,rom,50mp,Review Data Import,True
"Camera, storage and processing speed. - Camera, storage and processing speed are quite satisfactory.",4.0,itel p55 plus 66 128gb,itel,,2024-03-04 00:00:00.000000,ram,rom,50mp,Review Data Import,True
It is a good phone for the price - Been using it at the party,4.0,itel p65 128gb,itel,,2025-08-25 00:00:00.000000,,rom844,blaze,Review Data Import,True
excellent - The phone is very nice ,4.0,itel p65 128gb,itel,,2025-08-21 00:00:00.000000,,rom844,blaze,Review Data Import,True
"superb phone - People will make lots of bad comments about this phone, but now that I have seen it, this is the best phone in this price range, I did not get the charging case though, but it's cool, I'm still enjoying it",4.0,itel p65 128gb,itel,,2025-08-21 00:00:00.000000,,rom844,blaze,Review Data Import,True
Good  - I recommend it ,4.0,itel p65 128gb,itel,,2025-04-08 00:00:00.000000,,rom844,blaze,Review Data Import,True
perfect phone - Good ???? for everyone I love the phone so much ,4.0,itel p65 128gb,itel,,2025-07-30 00:00:00.000000,,rom844,blaze,Review Data Import,True
recommended - Everything came complete I have been using the phone for 1 months no. Lagging it plays free fire and codm without issues of lag,4.0,itel p65 128gb,itel,,2025-07-28 00:00:00.000000,,rom844,blaze,Review Data Import,True
"Good phone  - Super clean 
",4.0,itel p65 128gb,itel,,2025-07-24 00:00:00.000000,,rom844,blaze,Review Data Import,True
I love it - It's good,4.0,itel p65 128gb,itel,,2025-03-07 00:00:00.000000,,rom844,blaze,Review Data Import,True
I don't like it - The battery drains faster than I expected. P65 has 5000mah but the screentime from 100% is 5hours.,4.0,itel p65 128gb,itel,,2025-06-23 00:00:00.000000,,rom844,blaze,Review Data Import,True
It is a good phone for the price - Been using it at the party,4.0,itel p65 128gb,itel,,2025-08-25 00:00:00.000000,,rom844,blaze,Review Data Import,True
excellent - The phone is very nice ,4.0,itel p65 128gb,itel,,2025-08-21 00:00:00.000000,,rom844,blaze,Review Data Import,True
"superb phone - People will make lots of bad comments about this phone, but now that I have seen it, this is the best phone in this price range, I did not get the charging case though, but it's cool, I'm still enjoying it",4.0,itel p65 128gb,itel,,2025-08-21 00:00:00.000000,,rom844,blaze,Review Data Import,True
Good  - I recommend it ,4.0,itel p65 128gb,itel,,2025-04-08 00:00:00.000000,,rom844,blaze,Review Data Import,True
perfect phone - Good ???? for everyone I love the phone so much ,4.0,itel p65 128gb,itel,,2025-07-30 00:00:00.000000,,rom844,blaze,Review Data Import,True
recommended - Everything came complete I have been using the phone for 1 months no. Lagging it plays free fire and codm without issues of lag,4.0,itel p65 128gb,itel,,2025-07-28 00:00:00.000000,,rom844,blaze,Review Data Import,True
"Good phone  - Super clean 
",4.0,itel p65 128gb,itel,,2025-07-24 00:00:00.000000,,rom844,blaze,Review Data Import,True
I love it - It's good,4.0,itel p65 128gb,itel,,2025-03-07 00:00:00.000000,,rom844,blaze,Review Data Import,True
I don't like it - The battery drains faster than I expected. P65 has 5000mah but the screentime from 100% is 5hours.,4.0,itel p65 128gb,itel,,2025-06-23 00:00:00.000000,,rom844,blaze,Review Data Import,True
"Itel P65 - The phone is actually so nice, guys and babes it is highly recommended. Itel has upgraded and meets standard and even surpassing.",4.0,itel p65 667 4gb,itel,,2025-08-28 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Worth the money - It's solid. Bought it for my mum and she seems to like it.,4.0,itel p65 667 4gb,itel,,2025-08-18 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I like it - I didn't receive the exact item I ordered. Specifically, the power bank case mentioned in the product description was not included with the order.this phone is okay and super fast",4.0,itel p65 667 4gb,itel,,2025-08-18 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Is cool - I just got the phone today, I hope it will serve me well.",4.0,itel p65 667 4gb,itel,,2025-04-08 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I like it but! - The phone did not come with a charging case contrary to what was displayed and described on your site.,4.0,itel p65 667 4gb,itel,,2025-01-08 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Nice product  - The phone works well, it feels durable, impressive screen, decent processing power...a bit concerned about battery life",4.0,itel p65 667 4gb,itel,,2025-07-16 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I don't like it - The glass didn't match my screen,4.0,itel p65 667 4gb,itel,,2025-02-05 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Nice product - Needs refinement: automatic brightness, app management, to mention a few",4.0,itel p65 667 4gb,itel,,2025-04-28 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
product is so bad ???? - The product is so bad I regret buying it it lags a lot hangs a lot using it for a month and it's giving me serious problems I can't use it without the system UI been stopped it's very bad ????,4.0,itel p65 667 4gb,itel,,2025-04-25 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Super Phone - This is a great phone from Itel. Love everything about it really.,4.0,itel p65 667 4gb,itel,,2025-03-17 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I like it - What i saw from advert is what I got,the itel p65 6.67 came with 2400mah charging paunch,type c charger and paunch the phone is really good",4.0,itel p65 667 4gb,itel,,2025-02-03 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Excellence - Very good phone. I'm enjoying every bit of it.,4.0,itel p65 667 4gb,itel,,2025-02-24 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I like it - Smart and lovely,4.0,itel p65 667 4gb,itel,,2025-02-17 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
good - Fast,4.0,itel p65 667 4gb,itel,,2025-10-02 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Nice phone - The phone is working nicely and worth it ,4.0,itel p65 667 4gb,itel,,2025-03-02 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Best  - I love it ,4.0,itel p65 667 4gb,itel,,2025-01-27 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"p65 - I would have rate 5star... The phone is very okay, just having problem with the 2400mah charging case",4.0,itel p65 667 4gb,itel,,2025-01-27 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Mr  - Nice ???? phone ???? with good battery life ,4.0,itel p65 667 4gb,itel,,2025-01-24 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I like it - Got the exact thing I ordered, though the case power bank got spoilt 2 weeks after I got my phone but the phone and performance has been superb..It charges like flash!",4.0,itel p65 667 4gb,itel,,2025-01-22 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"nice phone - Very smart and simple to use 
",4.0,itel p65 667 4gb,itel,,2025-10-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Cool - Cool, needs to make the battery stronger",4.0,itel p65 667 4gb,itel,,2025-09-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"love it - The phone is smart 
And the camera is good ",4.0,itel p65 667 4gb,itel,,2025-09-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
really nice - Very surprised that the phone is actually lag free????????????â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸???????????? definitely the best itel product I've used,4.0,itel p65 667 4gb,itel,,2025-07-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
excellent - Good product,4.0,itel p65 667 4gb,itel,,2025-06-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Sleek - A sweet phone. My son is super excited about the phone ,4.0,itel p65 667 4gb,itel,,2025-03-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"amazing  - This is awesome ???? 
",4.0,itel p65 667 4gb,itel,,2024-12-27 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I love it  - The phone is awesome and it came with the complete accessories . I love it ,4.0,itel p65 667 4gb,itel,,2024-12-19 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Good Product - Fantastic,4.0,itel p65 667 4gb,itel,,2024-12-13 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I love it - It's so sleek, elegant and beautiful. I feel like my nails always have to be fixed to fit the beauty of this phone. I super love it",4.0,itel p65 667 4gb,itel,,2024-09-12 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
The battery and power bank doesn't last. - Not impressed ,4.0,itel p65 667 4gb,itel,,2024-05-12 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Good - Good ,4.0,itel p65 667 4gb,itel,,2024-11-26 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Nice - A good buy,4.0,itel p65 667 4gb,itel,,2024-11-26 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Superb - As the minimisation that is terrible, the phone is a nice spec...",4.0,itel p65 667 4gb,itel,,2024-11-21 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I love it - I really enjoyed the phone , it is amazing.",4.0,itel p65 667 4gb,itel,,2024-11-20 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"very good product  - it's fast and the battery last longer
",4.0,itel p65 667 4gb,itel,,2024-11-18 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"sleek phone - Itel have come a long way to where they are now,this phone is simply what it is and beyond. Itel Bravo!
",4.0,itel p65 667 4gb,itel,,2024-11-14 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
it good - I like it  ,4.0,itel p65 667 4gb,itel,,2024-07-11 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I adore it - Very smart and cool,4.0,itel p65 667 4gb,itel,,2024-10-24 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"power phone - I didn't expect the phone to be this good plus the extra 2400 mah battery. It's so sleek in hand. I love it. Weldon Itel, this phone is very spectacular. ",4.0,itel p65 667 4gb,itel,,2024-10-16 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Itel P65 - The phone is actually so nice, guys and babes it is highly recommended. Itel has upgraded and meets standard and even surpassing.",4.0,itel p65 667 4gb,itel,,2025-08-28 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Worth the money - It's solid. Bought it for my mum and she seems to like it.,4.0,itel p65 667 4gb,itel,,2025-08-18 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I like it - I didn't receive the exact item I ordered. Specifically, the power bank case mentioned in the product description was not included with the order.this phone is okay and super fast",4.0,itel p65 667 4gb,itel,,2025-08-18 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Is cool - I just got the phone today, I hope it will serve me well.",4.0,itel p65 667 4gb,itel,,2025-04-08 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I like it but! - The phone did not come with a charging case contrary to what was displayed and described on your site.,4.0,itel p65 667 4gb,itel,,2025-01-08 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Nice product  - The phone works well, it feels durable, impressive screen, decent processing power...a bit concerned about battery life",4.0,itel p65 667 4gb,itel,,2025-07-16 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I don't like it - The glass didn't match my screen,4.0,itel p65 667 4gb,itel,,2025-02-05 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Nice product - Needs refinement: automatic brightness, app management, to mention a few",4.0,itel p65 667 4gb,itel,,2025-04-28 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
product is so bad ???? - The product is so bad I regret buying it it lags a lot hangs a lot using it for a month and it's giving me serious problems I can't use it without the system UI been stopped it's very bad ????,4.0,itel p65 667 4gb,itel,,2025-04-25 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Super Phone - This is a great phone from Itel. Love everything about it really.,4.0,itel p65 667 4gb,itel,,2025-03-17 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I like it - What i saw from advert is what I got,the itel p65 6.67 came with 2400mah charging paunch,type c charger and paunch the phone is really good",4.0,itel p65 667 4gb,itel,,2025-02-03 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Excellence - Very good phone. I'm enjoying every bit of it.,4.0,itel p65 667 4gb,itel,,2025-02-24 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I like it - Smart and lovely,4.0,itel p65 667 4gb,itel,,2025-02-17 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
good - Fast,4.0,itel p65 667 4gb,itel,,2025-10-02 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Nice phone - The phone is working nicely and worth it ,4.0,itel p65 667 4gb,itel,,2025-03-02 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Best  - I love it ,4.0,itel p65 667 4gb,itel,,2025-01-27 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"p65 - I would have rate 5star... The phone is very okay, just having problem with the 2400mah charging case",4.0,itel p65 667 4gb,itel,,2025-01-27 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Mr  - Nice ???? phone ???? with good battery life ,4.0,itel p65 667 4gb,itel,,2025-01-24 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I like it - Got the exact thing I ordered, though the case power bank got spoilt 2 weeks after I got my phone but the phone and performance has been superb..It charges like flash!",4.0,itel p65 667 4gb,itel,,2025-01-22 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"nice phone - Very smart and simple to use 
",4.0,itel p65 667 4gb,itel,,2025-10-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Cool - Cool, needs to make the battery stronger",4.0,itel p65 667 4gb,itel,,2025-09-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"love it - The phone is smart 
And the camera is good ",4.0,itel p65 667 4gb,itel,,2025-09-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
really nice - Very surprised that the phone is actually lag free????????????â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸???????????? definitely the best itel product I've used,4.0,itel p65 667 4gb,itel,,2025-07-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
excellent - Good product,4.0,itel p65 667 4gb,itel,,2025-06-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Sleek - A sweet phone. My son is super excited about the phone ,4.0,itel p65 667 4gb,itel,,2025-03-01 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"amazing  - This is awesome ???? 
",4.0,itel p65 667 4gb,itel,,2024-12-27 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I love it  - The phone is awesome and it came with the complete accessories . I love it ,4.0,itel p65 667 4gb,itel,,2024-12-19 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Good Product - Fantastic,4.0,itel p65 667 4gb,itel,,2024-12-13 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I love it - It's so sleek, elegant and beautiful. I feel like my nails always have to be fixed to fit the beauty of this phone. I super love it",4.0,itel p65 667 4gb,itel,,2024-09-12 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
The battery and power bank doesn't last. - Not impressed ,4.0,itel p65 667 4gb,itel,,2024-05-12 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Good - Good ,4.0,itel p65 667 4gb,itel,,2024-11-26 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
Nice - A good buy,4.0,itel p65 667 4gb,itel,,2024-11-26 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"Superb - As the minimisation that is terrible, the phone is a nice spec...",4.0,itel p65 667 4gb,itel,,2024-11-21 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"I love it - I really enjoyed the phone , it is amazing.",4.0,itel p65 667 4gb,itel,,2024-11-20 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"very good product  - it's fast and the battery last longer
",4.0,itel p65 667 4gb,itel,,2024-11-18 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"sleek phone - Itel have come a long way to where they are now,this phone is simply what it is and beyond. Itel Bravo!
",4.0,itel p65 667 4gb,itel,,2024-11-14 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
it good - I like it  ,4.0,itel p65 667 4gb,itel,,2024-07-11 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
I adore it - Very smart and cool,4.0,itel p65 667 4gb,itel,,2024-10-24 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
"power phone - I didn't expect the phone to be this good plus the extra 2400 mah battery. It's so sleek in hand. I love it. Weldon Itel, this phone is very spectacular. ",4.0,itel p65 667 4gb,itel,,2024-10-16 00:00:00.000000,ram128gb,rom,titanium,Review Data Import,True
RAM IS 4GB with another virtual 4gb - Great phone so far just that ram is not 8gb as advertised ,4.0,itel power 70 667 hd 8gb,itel,,2025-08-29 00:00:00.000000,ram128gb,rom,black,Review Data Import,True
its good and trusted - The battery is solid,4.0,itel power 70 667 hd 8gb,itel,,2025-08-29 00:00:00.000000,ram128gb,rom,black,Review Data Import,True
Great model - The phone is good and the battery is truly a marathon. The display is also nice,4.0,itel power 70 667 hd 8gb,itel,,2025-08-26 00:00:00.000000,ram128gb,rom,black,Review Data Import,True
